"name","lat","long"
"Pyxidanthera barbulata",39.95,-74.48
"Pyxidanthera barbulata",39.77,-74.29
"Pyxidanthera barbulata",34.9,-77.71
"Pyxidanthera barbulata",39.92,-74.29
"Pyxidanthera barbulata",34.18,-77.87
"Pyxidanthera barbulata",34.73,-76.99
"Pyxidanthera barbulata",39.8,-74.41
"Pyxidanthera barbulata",39.72,-74.73
"Pyxidanthera barbulata",34.51,-77.89
"Pyxidanthera barbulata",34.77,-76.88
"Pyxidanthera barbulata",36.91,-76.71
"Pyxidanthera barbulata",39.85,-74.86
"Pyxidanthera barbulata",39.54,-74.79
"Pyxidanthera barbulata",39.39,-74.99
"Pyxidanthera barbulata",39.72,-74.37
"Pyxidanthera barbulata",39.83,-74.97
"Pyxidanthera barbulata",39.91,-74.32
"Pyxidanthera barbulata",39.89,-74.65
"Pyxidanthera barbulata",40.26,-74.2
"Pyxidanthera barbulata",39.39,-74.9
"Pyxidanthera barbulata",39.45,-74.6
"Pyxidanthera barbulata",40.2,-74.36
"Pyxidanthera barbulata",39.51,-75.05
"Pyxidanthera barbulata",40.17,-74.14
"Pyxidanthera barbulata",39.74,-74.75
"Pyxidanthera barbulata",39.9,-74.32
"Pyxidanthera barbulata",40.39,-74.43
"Pyxidanthera barbulata",39.97,-74.94
"Pyxidanthera barbulata",40.26,-74.11
"Pyxidanthera barbulata",39.72,-74.85
"Pyxidanthera barbulata",40.48,-74.29
"Pyxidanthera barbulata",39.9,-74.82
"Pyxidanthera barbulata",40.22,-74.74
"Pyxidanthera barbulata",39.71,-74.67
"Pyxidanthera barbulata",39.75,-74.39
"Pyxidanthera barbulata",34.2,-78.63
"Pyxidanthera barbulata",39.63,-74.59
"Pyxidanthera barbulata",39.86,-74.45
"Pyxidanthera barbulata",40.24,-74.14
"Pyxidanthera barbulata",39.7,-74.94
"Pyxidanthera barbulata",39.27,-74.87
"Pyxidanthera barbulata",40.13,-74.47
"Pyxidanthera barbulata",39.36,-74.99
"Pyxidanthera barbulata",39.95,-74.2
"Pyxidanthera barbulata",35.19,-79.45
"Pyxidanthera barbulata",39.59,-74.85
"Pyxidanthera barbulata",39.75,-74.67
"Pyxidanthera barbulata",39.77,-74.88
"Pyxidanthera barbulata",39.75,-74.93
"Pyxidanthera barbulata",39.97,-74.68
"Pyxidanthera barbulata",39.78,-74.84
"Pyxidanthera barbulata",39.6,-74.94
"Pyxidanthera barbulata",39.95,-74.17
"Pyxidanthera barbulata",39.78,-74.8
"Pyxidanthera barbulata",33.99,-78.02
"Pyxidanthera barbulata",40.29,-74.09
"Pyxidanthera barbulata",39.64,-74.8
"Pyxidanthera barbulata",39.95,-74.38
"Pyxidanthera barbulata",39.78,-74.48
"Pyxidanthera barbulata",40.22,-74.01
"Pyxidanthera barbulata",39.6,-74.91
"Pyxidanthera barbulata",39.97,-74.58
"Pyxidanthera barbulata",39.44,-74.71
"Pyxidanthera barbulata",34.55,-77.93
"Pyxidanthera barbulata",39.75,-74.22
"Pyxidanthera barbulata",39.85,-74.63
"Pyxidanthera barbulata",39.49,-75.03
"Pyxidanthera barbulata",40,-74.33
"Pyxidanthera barbulata",39.69,-74.48
"Pyxidanthera barbulata",40.46,-74.39
"Pyxidanthera barbulata",40.18,-74.42
"Pyxidanthera barbulata",39.82,-74.53
"Pyxidanthera barbulata",40.14,-74.44
"Pyxidanthera barbulata",39.8,-74.22
"Pyxidanthera barbulata",34.55,-77.81
"Pyxidanthera barbulata",39.77,-74.91
"Pyxidanthera barbulata",39.52,-74.94
"Pyxidanthera barbulata",39.59,-74.95
"Pyxidanthera barbulata",39.57,-74.88
"Pyxidanthera barbulata",39.81,-74.93
"Pyxidanthera barbulata",40.07,-74.22
"Pyxidanthera barbulata",39.81,-74.98
"Pyxidanthera barbulata",39.84,-74.19
"Pyxidanthera barbulata",39.62,-74.89
"Pyxidanthera barbulata",39.58,-74.94
"Pyxidanthera barbulata",39.83,-74.95
"Pyxidanthera barbulata",39.52,-74.87
"Pyxidanthera barbulata",34.9,-77.49
"Pyxidanthera barbulata",34.08,-78.02
"Pyxidanthera barbulata",40.07,-74.13
"Pyxidanthera barbulata",39.77,-74.89
"Pyxidanthera barbulata",39.39,-75.11
"Pyxidanthera barbulata",39.78,-74.91
"Pyxidanthera barbulata",40.08,-74.2
"Pyxidanthera barbulata",40.1,-74.22
"Pyxidanthera barbulata",39.81,-74.53
"Pyxidanthera barbulata",39.75,-74.37
"Pyxidanthera barbulata",39.36,-74.42
"Pyxidanthera barbulata",40.38,-74.4
"Pyxidanthera barbulata",39.81,-74.42
"Pyxidanthera barbulata",39.64,-74.59
"Pyxidanthera barbulata",39.75,-74.46
"Pyxidanthera barbulata",39.45,-74.76
"Pyxidanthera barbulata",40.16,-74.34
"Pyxidanthera barbulata",39.71,-74.77
"Pyxidanthera barbulata",39.57,-75.06
"Pyxidanthera barbulata",39.89,-74.7
"Pyxidanthera barbulata",39.55,-74.94
"Pyxidanthera barbulata",39.58,-75.08
"Pyxidanthera barbulata",39.78,-74.36
"Pyxidanthera barbulata",39.95,-74.3
"Pyxidanthera barbulata",40.06,-74.13
"Pyxidanthera barbulata",40.31,-74.4
"Pyxidanthera barbulata",40.01,-74.31
"Pyxidanthera barbulata",39.66,-74.41
"Pyxidanthera barbulata",39.79,-74.97
"Pyxidanthera barbulata",39.8,-75.24
"Pyxidanthera barbulata",39.77,-74.74
"Pyxidanthera barbulata",39.69,-74.84
"Pyxidanthera barbulata",39.96,-74.38
"Pyxidanthera barbulata",39.62,-74.44
"Pyxidanthera barbulata",39.74,-74.73
"Pyxidanthera barbulata",40.15,-74.53
"Pyxidanthera barbulata",39.87,-74.47
"Pyxidanthera barbulata",39.96,-74.21
"Pyxidanthera barbulata",40.06,-74.27
"Pyxidanthera barbulata",39.85,-74.29
"Pyxidanthera barbulata",40.46,-74.36
"Pyxidanthera barbulata",40.38,-74.27
"Pyxidanthera barbulata",39.54,-75.07
"Pyxidanthera barbulata",39.75,-74.99
"Pyxidanthera barbulata",39.64,-74.65
"Pyxidanthera barbulata",40.02,-74.56
"Pyxidanthera barbulata",39.63,-74.9
"Pyxidanthera barbulata",39.72,-74.9
"Pyxidanthera barbulata",39.57,-74.83
"Pyxidanthera barbulata",39.65,-75
"Pyxidanthera barbulata",40.14,-74.39
"Pyxidanthera barbulata",40.16,-74.13
"Pyxidanthera barbulata",39.4,-75.04
"Pyxidanthera barbulata",39.66,-75
"Pyxidanthera barbulata",40.03,-74.3
"Pyxidanthera barbulata",39.65,-74.44
"Pyxidanthera barbulata",40.15,-74.15
"Pyxidanthera barbulata",34.15,-77.88
"Pyxidanthera barbulata",34.04,-77.95
"Pyxidanthera barbulata",34.1,-78.3
"Pyxidanthera barbulata",34.09,-78.29
"Pyxidanthera barbulata",35.03,-79.42
"Pyxidanthera barbulata",34.04,-78.07
"Pyxidanthera barbulata",34.58,-77.65
"Pyxidanthera barbulata",39.79,-74.66
"Pyxidanthera barbulata",39.89,-74.58
"Pyxidanthera barbulata",39.8,-74.63
"Pyxidanthera barbulata",39.9,-74.3
"Pyxidanthera barbulata",39.78,-74.54
"Pyxidanthera barbulata",39.71,-74.38
"Pyxidanthera barbulata",39.86,-74.58
"Pyxidanthera barbulata",39.75,-74.38
"Pyxidanthera barbulata",39.95,-74.5
"Pyxidanthera barbulata",39.81,-74.7
"Pyxidanthera barbulata",39.82,-74.44
"Pyxidanthera barbulata",39.9,-74.47
"Pyxidanthera barbulata",39.88,-74.53
"Pyxidanthera barbulata",39.74,-74.74
"Pyxidanthera barbulata",40.16,-74.35
"Pyxidanthera barbulata",34.57,-77.78
"Pyxidanthera barbulata",34.04,-78.35
"Pyxidanthera barbulata",34.14,-78.21
"Pyxidanthera barbulata",39.6,-74.23
"Pyxidanthera barbulata",34.01,-78.28
"Pyxidanthera barbulata",34.15,-78.26
"Pyxidanthera barbulata",34.16,-78.21
"Pyxidanthera barbulata",34.12,-78.39
"Pyxidanthera barbulata",34.15,-78.22
"Pyxidanthera barbulata",34.11,-78.26
"Pyxidanthera barbulata",34.07,-78.2
"Pyxidanthera barbulata",34.19,-78.29
"Pyxidanthera barbulata",34,-78.24
"Pyxidanthera barbulata",34.17,-78.36
"Pyxidanthera barbulata",34.08,-78.25
"Pyxidanthera barbulata",34.01,-78.36
"Pyxidanthera barbulata",34.18,-78.33
"Pyxidanthera barbulata",34.2,-78.23
"Pyxidanthera barbulata",34.17,-78.35
"Pyxidanthera barbulata",34.13,-78.23
"Pyxidanthera barbulata",34.14,-78.38
"Pyxidanthera barbulata",34.07,-78.32
"Pyxidanthera barbulata",34.05,-78.34
"Pyxidanthera barbulata",34.17,-78.38
"Pyxidanthera barbulata",34.12,-78.25
"Pyxidanthera barbulata",34.02,-78.27
"Pyxidanthera barbulata",34.45,-77.66
"Pyxidanthera barbulata",34.59,-77.78
"Pyxidanthera barbulata",34.23,-77.87
"Pyxidanthera barbulata",34.77,-76.82
"Pyxidanthera barbulata",39.79,-74.57
"Pyxidanthera barbulata",39.64,-74.4
"Pyxidanthera barbulata",39.92,-74.75
"Pyxidanthera barbulata",34.23,-78.57
"Pyxidanthera barbulata",39.74,-74.34
"Pyxidanthera barbulata",34.96,-77.04
"Pyxidanthera barbulata",34.74,-76.98
"Pyxidanthera barbulata",34.74,-76.95
"Pyxidanthera barbulata",34.1,-78.26
"Pyxidanthera barbulata",39.88,-74.57
"Pyxidanthera barbulata",40,-74.32
"Pyxidanthera barbulata",39.7,-74.37
"Pyxidanthera barbulata",39.63,-74.2
"Pyxidanthera barbulata",35.12,-76.99
"Pyxidanthera barbulata",39.63,-74.58
"Pyxidanthera barbulata",39.81,-74.54
"Pyxidanthera barbulata",39.67,-74.36
"Pyxidanthera barbulata",39.7,-74.39
"Pyxidanthera barbulata",39.82,-74.42
"Pyxidanthera barbulata",39.85,-74.4
"Pyxidanthera barbulata",39.78,-74.44
"Pyxidanthera barbulata",34.26,-78.47
"Pyxidanthera barbulata",34.02,-78.07
"Pyxidanthera barbulata",39.81,-74.55
"Pyxidanthera barbulata",39.65,-74.65
"Pyxidanthera barbulata",39.79,-74.54
"Pyxidanthera barbulata",39.93,-74.24
"Pyxidanthera barbulata",39.76,-74.55
"Pyxidanthera barbulata",39.62,-74.42
"Pyxidanthera barbulata",34.09,-78.3
"Pyxidanthera barbulata",36.82,-76.86
"Pyxidanthera barbulata",39.83,-74.45
"Pyxidanthera barbulata",34.57,-77.44
"Pyxidanthera barbulata",34.79,-77.14
"Pyxidanthera barbulata",36.58,-76.85
"Pyxidanthera barbulata",39.9,-74.56
"Pyxidanthera barbulata",39.96,-74.5
"Pyxidanthera barbulata",34.2,-79.07
"Pyxidanthera barbulata",34.15,-79.2
"Pyxidanthera barbulata",36.81,-76.87
"Pyxidanthera barbulata",34.74,-76.96
"Pyxidanthera barbulata",34.74,-76.91
"Pyxidanthera barbulata",33.94,-78.08
"Pyxidanthera barbulata",34.14,-79.2
"Pyxidanthera barbulata",39.86,-74.47
"Pyxidanthera barbulata",36.81,-76.84
"Pyxidanthera barbulata",39.63,-74.48
"Pyxidanthera barbulata",36.79,-76.83
"Pyxidanthera barbulata",36.82,-76.85
"Pyxidanthera brevifolia",35.13,-79.28
"Pyxidanthera brevifolia",35.09,-79.24
"Pyxidanthera brevifolia",35.11,-79.33
"Pyxidanthera brevifolia",35.18,-79.36
"Pyxidanthera brevifolia",35.06,-79.06
"Pyxidanthera brevifolia",34.04,-78.23
"Pyxidanthera brevifolia",35.05,-79.36
"Pyxidanthera brevifolia",35.01,-79.75
"Pyxidanthera brevifolia",35.03,-79.21
"Pyxidanthera brevifolia",35.05,-79.26
"Pyxidanthera brevifolia",35.12,-79.34
"Pyxidanthera brevifolia",35.1,-79.21
"Pyxidanthera brevifolia",35,-79.03
"Pyxidanthera brevifolia",35.11,-79.21
"Pyxidanthera brevifolia",35.01,-78.81
"Pyxidanthera brevifolia",35.21,-79.12
"Pyxidanthera brevifolia",34.5,-80.22
"Pyxidanthera brevifolia",35.02,-79.2
"Pyxidanthera brevifolia",35.02,-79.3
"Pyxidanthera brevifolia",35.31,-79.48
"Pyxidanthera brevifolia",34.64,-80.16
"Pyxidanthera brevifolia",34.33,-79.96
"Pyxidanthera brevifolia",35.05,-78.83
"Pyxidanthera brevifolia",35.37,-78.87
"Pyxidanthera brevifolia",34.58,-80.21
"Pyxidanthera brevifolia",35.11,-79.23
"Pyxidanthera brevifolia",35.14,-79.2
"Pyxidanthera brevifolia",35.15,-79.27
"Pyxidanthera brevifolia",34.99,-78.96
"Pyxidanthera brevifolia",35.12,-79.35
"Pyxidanthera brevifolia",35.26,-79.05
"Pyxidanthera brevifolia",34.48,-80.1
"Pyxidanthera brevifolia",35.09,-79.21
"Pyxidanthera brevifolia",35.15,-79.32
"Pyxidanthera brevifolia",34.58,-80.23
"Pyxidanthera brevifolia",35.16,-79.3
"Pyxidanthera brevifolia",34.59,-80.12
"Pyxidanthera brevifolia",34.59,-80.21
"Pyxidanthera brevifolia",34.6,-80.21
"Pyxidanthera brevifolia",35.29,-79.09
"Pyxidanthera brevifolia",34.57,-80.19
"Pyxidanthera brevifolia",34.53,-80.22
"Pyxidanthera brevifolia",35.1,-79.35
"Pyxidanthera brevifolia",35,-79.21
"Pyxidanthera brevifolia",34.64,-79.91
"Pyxidanthera brevifolia",35.02,-79.24
"Pyxidanthera brevifolia",35.27,-79.06
"Shortia galacifolia",35.24,-82.57
"Shortia galacifolia",35.08,-82.9
"Shortia galacifolia",35.75,-82.06
"Shortia galacifolia",35.09,-82.98
"Shortia galacifolia",34.89,-83
"Shortia galacifolia",35.16,-83
"Shortia galacifolia",35.43,-82.58
"Shortia galacifolia",35.63,-82.51
"Shortia galacifolia",35.78,-82.51
"Shortia galacifolia",35.65,-82.4
"Shortia galacifolia",34.94,-82.81
"Shortia galacifolia",35.67,-82.45
"Shortia galacifolia",34.65,-82.89
"Shortia galacifolia",35.29,-82.33
"Shortia galacifolia",34.9,-82.43
"Shortia galacifolia",35.05,-82.85
"Shortia galacifolia",34.8,-82.95
"Shortia galacifolia",34.87,-82.92
"Shortia galacifolia",34.82,-82.82
"Shortia galacifolia",35.16,-83.19
"Shortia galacifolia",34.81,-82.81
"Shortia galacifolia",35.6,-82.06
"Shortia galacifolia",35.73,-82.3
"Shortia galacifolia",34.96,-83.44
"Shortia galacifolia",35.53,-82.64
"Shortia galacifolia",34.82,-82.96
"Shortia galacifolia",35.76,-82.54
"Shortia galacifolia",34.86,-82.95
"Shortia galacifolia",34.92,-82.86
"Shortia galacifolia",34.92,-83.19
"Shortia galacifolia",35.54,-82.7
"Shortia galacifolia",35.39,-82.46
"Shortia galacifolia",35.74,-82.48
"Shortia galacifolia",34.87,-82.99
"Shortia galacifolia",34.92,-83.02
"Shortia galacifolia",34.88,-82.93
"Shortia galacifolia",35.49,-82.74
"Shortia galacifolia",34.84,-82.95
"Shortia galacifolia",35.18,-82.98
"Shortia galacifolia",34.85,-82.85
"Shortia galacifolia",34.84,-82.97
"Shortia galacifolia",34.92,-82.92
"Shortia galacifolia",34.94,-82.9
"Shortia galacifolia",35.76,-82.58
"Shortia galacifolia",35.7,-82.31
"Shortia galacifolia",35.29,-82.38
"Shortia galacifolia",35.51,-82.43
"Shortia galacifolia",35.66,-82.24
"Shortia galacifolia",35.8,-82.28
"Shortia galacifolia",35.45,-82.61
"Shortia galacifolia",35.22,-82.3
"Shortia galacifolia",35.1,-82.82
"Shortia galacifolia",35.77,-82.35
"Shortia galacifolia",35.79,-82.34
"Shortia galacifolia",34.98,-82.84
"Shortia galacifolia",34.99,-83.1
"Shortia galacifolia",34.91,-82.82
"Shortia galacifolia",34.94,-82.97
"Shortia galacifolia",35.76,-82.59
"Shortia galacifolia",35.67,-82.29
"Shortia galacifolia",35.31,-82.47
"Shortia galacifolia",34.86,-83.12
"Shortia galacifolia",35.69,-82.55
"Shortia galacifolia",35.62,-82.31
"Shortia galacifolia",34.9,-82.87
"Shortia galacifolia",34.81,-82.84
"Shortia galacifolia",34.82,-82.81
"Shortia galacifolia",35.59,-82.75
"Shortia galacifolia",35.27,-82.36
"Shortia galacifolia",35.01,-82.99
"Shortia galacifolia",35.51,-82.4
"Shortia galacifolia",34.67,-82.84
"Shortia galacifolia",35.5,-82.64
"Shortia galacifolia",35.66,-82.21
"Shortia galacifolia",35.04,-82.73
"Shortia galacifolia",35.34,-82.43
"Shortia galacifolia",35.4,-82.48
"Shortia galacifolia",35.56,-82.23
"Shortia galacifolia",35.78,-82.49
"Shortia galacifolia",35.74,-82.43
"Shortia galacifolia",34.85,-82.9
"Shortia galacifolia",34.82,-82.93
"Shortia galacifolia",34.84,-82.94
"Shortia galacifolia",34.85,-82.92
"Shortia galacifolia",34.99,-82.81
"Shortia galacifolia",34.82,-82.89
"Shortia galacifolia",35.18,-82.92
"Shortia galacifolia",35.41,-82.31
"Shortia galacifolia",35.05,-82.92
"Shortia galacifolia",35.18,-82.84
"Shortia galacifolia",35,-82.97
"Shortia galacifolia",35.14,-83
"Shortia galacifolia",35.37,-82.29
"Shortia galacifolia",35.28,-82.36
"Shortia galacifolia",35.47,-82.74
"Shortia galacifolia",35.75,-82.23
"Shortia galacifolia",35.69,-82.27
"Shortia galacifolia",35.46,-82.75
"Shortia galacifolia",35.54,-82.68
"Shortia galacifolia",35.75,-82.51
"Shortia galacifolia",35.51,-82.72
"Shortia galacifolia",35.36,-82.31
"Shortia galacifolia",34.95,-83.14
"Shortia galacifolia",34.95,-83.02
"Shortia galacifolia",34.82,-83.09
"Shortia galacifolia",34.95,-83.03
"Shortia galacifolia",34.99,-83.15
"Shortia galacifolia",34.83,-83.16
"Shortia galacifolia",34.94,-83.05
"Shortia galacifolia",34.97,-83.09
"Shortia galacifolia",34.98,-82.95
"Shortia galacifolia",35.8,-82.26
"Shortia galacifolia",35.58,-82.75
"Shortia galacifolia",35.22,-82.78
"Shortia galacifolia",35.06,-82.96
"Shortia galacifolia",35.71,-83.5
"Shortia galacifolia",35.09,-82.66
"Shortia galacifolia",34.81,-83.12
"Shortia galacifolia",34.8,-83.13
"Shortia galacifolia",35.29,-82.77
"Shortia galacifolia",34.66,-82.83
"Shortia galacifolia",35.28,-83.05
"Shortia galacifolia",35.01,-83.1
"Shortia galacifolia",35.31,-83.07
"Shortia galacifolia",35.25,-82.53
"Shortia galacifolia",35.52,-82.61
"Shortia galacifolia",35.07,-82.84
"Shortia galacifolia",35.01,-83.31
"Shortia galacifolia",34.63,-83.56
"Shortia galacifolia",34.97,-82.95
"Shortia galacifolia",35.69,-82.2
"Shortia galacifolia",34.89,-82.9
"Shortia galacifolia",34.77,-82.87
"Shortia galacifolia",35.47,-82.77
"Shortia galacifolia",34.96,-82.87
"Shortia galacifolia",35.54,-82.74
"Shortia galacifolia",35.77,-82.5
"Shortia galacifolia",35.77,-82.6
"Shortia galacifolia",35.61,-82.27
"Shortia galacifolia",35.56,-82.42
"Shortia galacifolia",35.47,-82.59
"Shortia galacifolia",34.9,-82.95
"Shortia galacifolia",35.66,-82.34
"Shortia galacifolia",35.76,-82.05
"Shortia galacifolia",35.39,-82.66
"Shortia galacifolia",34.89,-82.3
"Shortia galacifolia",35.45,-82.7
"Shortia galacifolia",35.63,-82.26
"Shortia galacifolia",35.42,-82.63
"Shortia galacifolia",35.08,-83.3
"Shortia galacifolia",35.49,-82.61
"Shortia galacifolia",35.01,-82.98
"Shortia galacifolia",35.75,-82.55
"Shortia galacifolia",35.13,-83.03
"Shortia galacifolia",35.69,-82.51
"Shortia galacifolia",35.21,-83.3
"Shortia galacifolia",35.34,-82.26
"Shortia galacifolia",35.41,-82.73
"Shortia galacifolia",34.99,-82.94
"Shortia galacifolia",34.63,-82.91
"Shortia galacifolia",34.71,-82.84
"Shortia galacifolia",35.79,-82.51
"Shortia galacifolia",34.91,-82.98
"Shortia galacifolia",34.86,-82.99
"Shortia galacifolia",35.42,-82.78
"Shortia galacifolia",35.16,-82.91
"Shortia galacifolia",34.95,-82.91
"Shortia galacifolia",35.71,-82.45
"Shortia galacifolia",35.55,-82.62
"Shortia galacifolia",35.15,-82.94
"Shortia galacifolia",35.01,-82.6
"Shortia galacifolia",35.03,-82.87
"Shortia galacifolia",35.1,-82.76
"Shortia galacifolia",35.15,-82.91
"Shortia galacifolia",35.09,-82.99
"Shortia galacifolia",35.43,-82.62
"Shortia galacifolia",35.75,-82.44
"Shortia galacifolia",35.7,-82.48
"Shortia galacifolia",35,-82.84
"Shortia galacifolia",34.87,-82.98
"Shortia galacifolia",34.98,-83.16
"Shortia galacifolia",35.14,-82.75
"Shortia galacifolia",35.58,-82.68
"Shortia galacifolia",35.24,-82.63
"Shortia galacifolia",35.75,-82.53
"Shortia galacifolia",34.82,-82.94
"Shortia galacifolia",34.68,-82.96
"Shortia galacifolia",35.19,-82.88
"Shortia galacifolia",35.11,-82.81
"Shortia galacifolia",34.98,-82.94
"Shortia galacifolia",34.91,-82.75
"Shortia galacifolia",35.48,-82.66
"Shortia galacifolia",35.41,-82.78
"Shortia galacifolia",35.55,-82.63
"Shortia galacifolia",34.97,-82.86
"Shortia galacifolia",35,-82.98
"Shortia galacifolia",34.89,-82.94
"Shortia galacifolia",34.95,-82.92
"Shortia galacifolia",34.86,-82.96
"Shortia galacifolia",35.66,-82.77
"Shortia galacifolia",34.91,-82.85
"Shortia galacifolia",34.91,-83.04
"Shortia galacifolia",34.98,-82.81
"Shortia galacifolia",35.05,-83.2
"Shortia galacifolia",34.97,-82.94
